chance_id,business_unit,org_country,pricelist,final_status,final_amount,days_active,cluster,cluster_label,forecast_prob_won,pred_total_days,pred_days_remaining,expected_revenue,pipeline_at_risk
a73f3a0961f176e8,4928d3c96935fb3f,6b7e1f5b521de19b,,Open,455.8890973243999,1.1574074074074072e-05,0,C0: High-Win,,19.51691,19.516898978904443,,
a741e3ae68021600,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,79.72524,79.72523104067201,,
a7449f33d63aebf3,1cdd086394501fee,674ec33189ed753c,,Open,3163431.287434749,2.3148148148148147e-05,3,C3: Large Open,,1643.6411,1643.641090133102,,
a74e75f15b9089dd,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,38810.176158293565,0.0,0,C0: High-Win,,33.27863,33.278629302978516,,
a755d21666c54b2a,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,1.170863568534039,1.1574074074074072e-05,1,C1: Active Pipeline,,336.08792,336.0879095685041,,
a765f34f7009838b,ef9b14cf5a29c54a,6b7e1f5b521de19b,,Open,11068.385975830255,1.1574074074074072e-05,0,C0: High-Win,,130.40071,130.40069948549623,,
a77b0b781666f23a,9387d1da6d5967e1,6b7e1f5b521de19b,,Open,5186.502594949308,0.0,3,C3: Large Open,0.166,92.817604,92.8176040649414,860.9594307615853,4325.543164187723
a77e8e62c83ae6b7,6befd145c261113d,6b7e1f5b521de19b,,Open,1.170863568534039,0.0,1,C1: Active Pipeline,,60.947742,60.9477424621582,,
a78875a573fda0f3,ef9b14cf5a29c54a,6b7e1f5b521de19b,,Open,2.4198904513070483,294.84935185185185,1,C1: Active Pipeline,,231.76933,0.0,,
a78b77a42b878f43,ac2a5ee6878db2c2,6b7e1f5b521de19b,d4f34f97b6d22a81,Open,77326.98999800553,0.0143402777777777,3,C3: Large Open,,108.58019,108.56585228814019,,
a790a4967a1d9c29,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,Open,30405.58043486053,1.1574074074074072e-05,0,C0: High-Win,0.904,28.25494,28.254928458884912,27486.64471311392,2918.93572174661
