chance_id,business_unit,org_country,pricelist,org_business_en,org_category_en,final_status,final_amount,final_probability,days_active,cluster,cluster_label
65b31656a7f92161,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Customer,Lost,6549.961918959718,0,535.9742708333333,3,C3: Large Open
65b3e5bdf3378c4b,9387d1da6d5967e1,6b7e1f5b521de19b,,0f53e1f3985aa90c,Customer,Lost,29324.531411075328,0,847.8264814814814,3,C3: Large Open
65b59945ec7c5690,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2f2113180ffe9b1c,Customer,Won,2089.206039094826,100,18.85130787037037,0,C0: High-Win
65b63c9930339521,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,2f2113180ffe9b1c,Customer,Won,1330774.408533743,100,160.2164699074074,0,C0: High-Win
65b68c47e05eeeea,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Customer,Lost,98.49392076768089,0,1093.6914699074075,1,C1: Active Pipeline
65b8175b17b51d54,9387d1da6d5967e1,674ec33189ed753c,,84c6eada966eef51,Prospective customer,Won,11485.134609700683,100,14.702395833333334,2,C2: High-Win
65b97c8b9056010d,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Lost,11296.950713639717,0,295.97606481481483,3,C3: Large Open
65bb9bf4590a787f,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Lost,57177.50777948034,0,574.7910879629629,3,C3: Large Open
65bbbc31bbe64e28,1cdd086394501fee,674ec33189ed753c,,e904305ee866fea5,Customer,Won,22215.71817554351,100,88.1514699074074,0,C0: High-Win
65bc0d16a6b5e07a,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Customer,Won,373.96637263623506,100,3.96662037037037,0,C0: High-Win
65be0d340a37ceea,9387d1da6d5967e1,6b7e1f5b521de19b,d4f34f97b6d22a81,d160e0cf2dda7f63,Prospective customer,Lost,57583.29500067143,0,14.850185185185186,3,C3: Large Open
65be3a4634ae4802,6befd145c261113d,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Customer,Won,264.11418569428724,100,10.029976851851853,0,C0: High-Win
65bfd9746ba274b0,1cdd086394501fee,6b7e1f5b521de19b,6f9a9c5f2856c8b3,af7126f372a9b494,Customer,Lost,300086.9760165169,0,426.18806712962964,3,C3: Large Open
65c015e1bd7e2042,9387d1da6d5967e1,6b7e1f5b521de19b,d4f34f97b6d22a81,b8bf15afb9622b58,Customer,Won,481.26812594809235,100,1.0180324074074074,0,C0: High-Win
65c1f9781f87a382,4928d3c96935fb3f,6b7e1f5b521de19b,,961a45e640cc0424,Customer,Lost,15566.162911287942,0,108.89767361111112,3,C3: Large Open
65c35128d4122fda,1cdd086394501fee,532ef57d231b606f,,e7c72069ea1285c7,Customer,Open,18293.412589738506,100,1.1574074074074073e-05,0,C0: High-Win
65c4c87d7157283b,4928d3c96935fb3f,6b7e1f5b521de19b,6f9a9c5f2856c8b3,,Customer,Won,609.207969734855,100,3.8943171296296297,2,C2: High-Win
